,Unnamed: 0,industry_freq,sub_freq,type_freq,city_freq,actual_amount,industry_vertical,sub_vertical,city_location,investment_type,amount_in_usd,predicted_amount,predicted_amount_log,actual_amount_log,funded,Funded
96,1189,0.3569254185692542,0.0007610350076103,0.4284627092846271,0.3002283105022831,150000.0,consumerinternet,ondemandwashing&drycleaningservices,bangalore,seedfunding,150000.0,450168.5687664339,13.017379610248836,11.918397239722838,True,True
97,164,0.0007610350076103,0.0003805175038051,0.0494672754946727,0.3002283105022831,400000.0,foodtech,personalisationtechnologyfirmfocusingonthefoodandbeverageindustry,bangalore,seed/angelfunding,400000.0,687176.4884283266,13.440347890716788,12.899222326086994,True,True
98,2598,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,7500000.0,celebrityfashionbrand,unknown,bangalore,privateequity,7500000.0,5787616.634954608,15.571231302864163,15.830413711839864,True,True
99,891,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.102359208523592,1500000.0,consumerinternet,onlinemedicalassistanceplatform,gurgaon,privateequity,1500000.0,5049678.8579976,15.434835404786108,14.220976332738882,True,True
100,2694,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1997716894977169,12500000.0,offgridsolarpower,unknown,mumbai,privateequity,12500000.0,4227763.541238878,15.257183934080649,16.341239282272525,True,True
101,2551,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.102359208523592,3000000.0,restaurantreservationplatform,unknown,gurgaon,privateequity,3000000.0,4842031.854230991,15.392845201717549,14.914123179965662,True,True
102,1533,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.3002283105022831,1350000.0,consumerinternet,vernacularlanguagecontentcreation&sharingapp,bangalore,privateequity,1350000.0,4664789.236367078,15.35555342584362,14.11561589115508,True,True
103,2298,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.01103500761035,12500000.0,fashionjewelryandaccessoriesetailer,unknown,jaipur,privateequity,12500000.0,5285521.654778167,15.480482066394549,16.341239282272525,True,True
104,397,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.3002283105022831,1930000.0,technology,personalassistant,bangalore,privateequity,1930000.0,4040270.306255439,15.211822402696258,14.47303107901565,True,True
105,2322,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.1411719939117199,1000000.0,advertising&marketingcommunitynetworkingplatform,unknown,newdelhi,seedfunding,1000000.0,314866.1952260848,12.659906226451591,13.815511557963774,True,True
106,1650,0.3569254185692542,0.0011415525114155,0.4284627092846271,0.1411719939117199,295000.0,consumerinternet,onlinetaxfilingplatform,newdelhi,seedfunding,295000.0,259123.11821836352,12.465062446812324,12.59473402514672,True,True
107,1735,0.1137747336377473,0.0003805175038051,0.4585235920852359,0.1411719939117199,4400000.0,ecommerce,apparel&lifestyleetailer,newdelhi,privateequity,4400000.0,3192894.27263688,14.976438672110124,15.29711532616119,True,True
108,1600,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.0007610350076103,30000.0,consumerinternet,ebookpublisher,unknown,seedfunding,30000.0,186048.08870508737,12.133765835644455,10.308985993422082,True,True
109,209,0.3569254185692542,0.0015220700152207,0.4585235920852359,0.1997716894977169,12500000.0,consumerinternet,onlineconsumerlendingplatform,mumbai,privateequity,12500000.0,4186551.124440181,15.2473880711499,16.341239282272525,True,True
110,453,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.3002283105022831,6000000.0,technology,hyperlocalvideoinformationsharingplatform,bangalore,privateequity,6000000.0,4040270.306255439,15.211822402696258,15.607270193858982,True,True
111,172,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.3002283105022831,12200000.0,consumerinternet,onlinebikerentalmarketplace,bangalore,privateequity,12200000.0,4664789.236367078,15.35555342584362,16.316946591670696,True,True
112,2228,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,600000.0,brandedfoodproductsonlinesales,unknown,bangalore,privateequity,600000.0,5787616.634954608,15.571231302864163,13.304686600863562,True,True
113,1307,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.1411719939117199,150000.0,technology,3dprintingsolutionsforeduspace,newdelhi,seedfunding,150000.0,203463.2986085056,12.223245831660709,11.918397239722838,True,True
114,631,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.3002283105022831,1000000.0,technology,defensetech&aerospacestartup,bangalore,privateequity,1000000.0,4040270.306255439,15.211822402696258,13.815511557963774,True,True
115,769,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.3002283105022831,500000.0,consumerinternet,localhomesbookingplatform,bangalore,seedfunding,500000.0,388657.6535537877,12.870456740083428,13.122365377402328,True,True
116,2127,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.0357686453576864,4500000.0,custommadefurnitureetailer,unknown,hyderabad,privateequity,4500000.0,4971133.975945398,15.419158737382777,15.319588176962746,True,True
117,963,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.1411719939117199,3100000.0,consumerinternet,digitalmediapublicationforwomen,newdelhi,privateequity,3100000.0,4129568.029008727,15.23368360816263,14.946912992035967,True,True
118,421,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.1997716894977169,1000000.0,consumerinternet,onlineservices,mumbai,privateequity,1000000.0,4676487.321310677,15.358058027539538,13.815511557963774,True,True
119,1894,0.1137747336377473,0.0003805175038051,0.4284627092846271,0.0323439878234398,300000.0,ecommerce,onlinemarketplaceforschools,noida,seedfunding,300000.0,262365.3817068374,12.477497209348911,12.611541086966117,True,True
120,15,0.0007610350076103,0.0003805175038051,0.0026636225266362,0.0323439878234398,12500000.0,gaming,realmoneybasedgamingstartup,noida,seedround,12500000.0,1449578.2918052813,14.1867839287144,16.341239282272525,True,True
121,325,0.1818873668188736,0.0003805175038051,0.0098934550989345,0.0334855403348554,9700000.0,technology,"creativedesign,brand,mediaandtechnologyplatformsolutions",chennai,debtfunding,9700000.0,3046635.496149963,14.929548751917771,16.08763654656639,True,True
122,2225,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.1997716894977169,150000.0,ecommerceproductsearchengine,unknown,mumbai,seedfunding,150000.0,368608.0431572448,12.817491857713016,11.918397239722838,True,True
123,2070,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1997716894977169,40000.0,consumerinternet,socialmeetingorganizerapp,mumbai,seedfunding,40000.0,305152.3305704844,12.6285696524485,10.59665973278358,True,True
124,2478,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1997716894977169,9600000.0,userengagment&analyticsplatform,unknown,mumbai,privateequity,9600000.0,4227763.541238878,15.257183934080649,16.077273760604726,True,True
125,851,0.1137747336377473,0.0034246575342465,0.4585235920852359,0.0068493150684931,5000000.0,ecommerce,onlinepharmacy,kolkata,privateequity,5000000.0,4582655.843002616,15.337789484624766,15.424948670398354,True,True
126,2130,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.1411719939117199,250000.0,smartsafetywearabledevices,unknown,newdelhi,seedfunding,250000.0,314866.1952260848,12.659906226451591,12.429220196836384,True,True
127,336,0.0011415525114155,0.0003805175038051,0.0494672754946727,0.0190258751902587,3000000.0,food&beverages,onlinerawmeatetailer,gurugram,seed/angelfunding,3000000.0,449747.2221483808,13.016443198827492,14.914123179965662,True,True
128,2306,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1997716894977169,6000000.0,onlinehomeopathyclinic,unknown,mumbai,privateequity,6000000.0,4227763.541238878,15.257183934080649,15.607270193858982,True,True
129,780,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.3002283105022831,2000000.0,consumerinternet,aibasedpersonalassistant,bangalore,privateequity,2000000.0,4664789.236367078,15.35555342584362,14.508658238524095,True,True
130,1359,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1411719939117199,150000.0,consumerinternet,socialhealthnetworkingplatform,newdelhi,seedfunding,150000.0,221967.74857927996,12.31029187877968,11.918397239722838,True,True
131,1139,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.3002283105022831,10000000.0,technology,education&learningtechplatform,bangalore,privateequity,10000000.0,4040270.306255439,15.211822402696258,16.118095750958314,True,True
132,868,0.0277777777777777,0.0003805175038051,0.4585235920852359,0.3002283105022831,12500000.0,healthcare,homebasedhealthcareprovider,bangalore,privateequity,12500000.0,4908192.696213047,15.406416549440282,16.341239282272525,True,True
133,2284,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.1997716894977169,540000.0,charactermerchandizesalesplatform,unknown,mumbai,seedfunding,540000.0,368608.0431572448,12.817491857713016,13.199326270390594,True,True
134,2541,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,12500000.0,onlinefurnituremarketplace,unknown,bangalore,privateequity,12500000.0,5787616.634954608,15.571231302864163,16.341239282272525,True,True
135,2731,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1411719939117199,1000000.0,onlineeducationmarketplace,unknown,newdelhi,privateequity,1000000.0,4639616.706823551,15.350142530037346,13.815511557963774,True,True
136,62,0.0011415525114155,0.0003805175038051,0.0034246575342465,0.0026636225266362,2500000.0,informationtechnology,bigdata,singapore,preseriesa,2500000.0,2797017.9984010523,14.844064764581857,14.731801689838347,True,True
137,2262,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.3002283105022831,100000.0,socialplatformfortradersandinvestors,unknown,bangalore,seedfunding,100000.0,520682.9585600806,13.162898531225078,11.51293546492023,True,True
138,2537,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,1000000.0,corporatewellnessapp,unknown,bangalore,privateequity,1000000.0,5787616.634954608,15.571231302864163,13.815511557963774,True,True
139,1459,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.3002283105022831,375000.0,technology,aadharbaseddocumentsigningplatform,bangalore,privateequity,375000.0,4040270.306255439,15.211822402696258,12.83468397161566,True,True
140,2756,0.0019025875190258,0.1997716894977169,0.4284627092846271,0.3002283105022831,1000000.0,onlinefooddelivery,unknown,bangalore,seedfunding,1000000.0,716587.2282694335,13.482256656519391,13.815511557963774,True,True
141,2214,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.102359208523592,1800000.0,onlinegroceryplatform,unknown,gurgaon,privateequity,1800000.0,4842031.854230991,15.392845201717549,14.403297778421797,True,True
142,2643,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.0357686453576864,6000000.0,spa&salonmanagementsoftware,unknown,hyderabad,privateequity,6000000.0,4971133.975945398,15.419158737382777,15.607270193858982,True,True
143,46,0.0003805175038051,0.0003805175038051,0.0003805175038051,0.3002283105022831,1600000.0,retail,fueldelivery,bangalore,seedfundinground,1600000.0,4383953.335967099,15.293461691489842,14.285514812209817,True,True
144,72,0.0003805175038051,0.0003805175038051,0.0091324200913242,0.1997716894977169,1000000.0,luxurylabel,clothesandapparel,mumbai,seriesa,1000000.0,4108701.3692865446,15.228617811386297,13.815511557963774,True,True
145,2331,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,2500000.0,mobilemessagingassistantapp,unknown,bangalore,privateequity,2500000.0,5787616.634954608,15.571231302864163,14.731801689838347,True,True
146,578,0.3569254185692542,0.0079908675799086,0.4585235920852359,0.3002283105022831,1500000.0,consumerinternet,onlinelendingplatform,bangalore,privateequity,1500000.0,5957173.442260194,15.600106839757728,14.220976332738882,True,True
147,2067,0.1137747336377473,0.0003805175038051,0.4585235920852359,0.1411719939117199,1800000.0,ecommerce,b2bindustrialgoodsmarketplace,newdelhi,privateequity,1800000.0,3192894.27263688,14.976438672110124,14.403297778421797,True,True
148,2309,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.102359208523592,12500000.0,delivery&logisticsserviceprovider,unknown,gurgaon,privateequity,12500000.0,4842031.854230991,15.392845201717549,16.341239282272525,True,True
149,441,0.1818873668188736,0.0003805175038051,0.0494672754946727,0.1997716894977169,50000.0,technology,educationalplatformtolearnmathematics,mumbai,seed/angelfunding,50000.0,424549.5597096501,12.958786381786432,10.819798284210286,True,True
150,2773,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,2000000.0,clouddataintegrationplatform,unknown,bangalore,privateequity,2000000.0,5787616.634954608,15.571231302864163,14.508658238524095,True,True
151,953,0.3569254185692542,0.0007610350076103,0.4585235920852359,0.1997716894977169,4500000.0,consumerinternet,onlinerealestateportal,mumbai,privateequity,4500000.0,4282227.590662008,15.26998413079423,15.319588176962746,True,True
152,2791,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.102359208523592,10000000.0,truckinglogisticoperations,unknown,gurgaon,privateequity,10000000.0,4842031.854230991,15.392845201717549,16.118095750958314,True,True
153,1417,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.0323439878234398,1800000.0,consumerinternet,onlinejobandcareerplatformforwomen,noida,privateequity,1800000.0,4369918.962503391,15.290255251687432,14.403297778421797,True,True
154,990,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.1997716894977169,3000000.0,technology,turnkeysolarsolutions,mumbai,privateequity,3000000.0,3864447.0403260384,15.167329420057907,14.914123179965662,True,True
155,580,0.3569254185692542,0.0079908675799086,0.4585235920852359,0.0136986301369863,10750000.0,consumerinternet,onlinelendingplatform,ahmedabad,privateequity,10750000.0,5190424.133874422,15.462326165828614,16.190416405561198,True,True
156,1810,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.102359208523592,500000.0,consumerinternet,microgrocerydeliveryplatform,gurgaon,seedfunding,500000.0,238894.62564198783,12.383782022731811,13.122365377402328,True,True
157,1350,0.1137747336377473,0.0003805175038051,0.4585235920852359,0.3002283105022831,8000000.0,ecommerce,onlinefashionretailer,bangalore,privateequity,8000000.0,4671941.609480367,15.357085519485036,15.894952224644102,True,True
158,487,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.0129375951293759,872000.0,technology,enrolmentmanagementplatform,delhi,seedfunding,872000.0,236972.8467075148,12.375705062583014,13.67854584967945,True,True
159,1331,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.0334855403348554,971000.0,technology,truckfleetoperationplatform,chennai,privateequity,971000.0,4490572.683236457,15.31749102065164,13.786082777139049,True,True
160,924,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.3002283105022831,12500000.0,consumerinternet,appbasedcabaggregator,bangalore,privateequity,12500000.0,4664789.236367078,15.35555342584362,16.341239282272525,True,True
161,1201,0.1137747336377473,0.0003805175038051,0.4585235920852359,0.1997716894977169,3000000.0,ecommerce,packagingmaterialmarketplace,mumbai,privateequity,3000000.0,3615760.6808838393,15.100813091487032,14.914123179965662,True,True
162,1465,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1411719939117199,100000.0,consumerinternet,onlinenotessharingportal,newdelhi,seedfunding,100000.0,221967.74857927996,12.31029187877968,11.51293546492023,True,True
163,1074,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1411719939117199,441000.0,consumerinternet,fooddiscoveryplatform,newdelhi,seedfunding,441000.0,221967.74857927996,12.31029187877968,12.996802422000108,True,True
164,182,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.3002283105022831,6000000.0,technology,appliedartificialintelligenceandiotfocusedplatform,bangalore,privateequity,6000000.0,4040270.306255439,15.211822402696258,15.607270193858982,True,True
165,2232,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.0357686453576864,250000.0,cricketmanagementmobilegame,unknown,hyderabad,seedfunding,250000.0,407003.6357714562,12.916579854461723,12.429220196836384,True,True
166,1022,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.0003805175038051,350000.0,technology,droneoperationsmanagementplatform,missourie,seedfunding,350000.0,109206.96421956454,11.601009272047095,12.765691290604371,True,True
167,779,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.1997716894977169,3000000.0,consumerinternet,onlinemarketplaceforfinancialproducts,mumbai,privateequity,3000000.0,4676487.321310677,15.358058027539538,14.914123179965662,True,True
168,426,0.0277777777777777,0.0003805175038051,0.0098934550989345,0.3002283105022831,10000000.0,healthcare,fitness,bangalore,debtfunding,10000000.0,5183436.084822278,15.46097892408551,16.118095750958314,True,True
169,260,0.3569254185692542,0.0011415525114155,0.0494672754946727,0.1997716894977169,225000.0,consumerinternet,p2plendingplatform,mumbai,seed/angelfunding,225000.0,960456.5890343256,13.775165105124085,12.323860125621126,True,True
170,2508,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,8000000.0,homedesign&d,unknown,bangalore,privateequity,8000000.0,5787616.634954608,15.571231302864163,15.894952224644102,True,True
171,715,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.3002283105022831,200000.0,consumerinternet,assistedlearningstartup,bangalore,seedfunding,200000.0,388657.6535537877,12.870456740083428,12.206077645517674,True,True
172,952,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.3002283105022831,500000.0,consumerinternet,instantmobileappsstore,bangalore,seedfunding,500000.0,388657.6535537877,12.870456740083428,13.122365377402328,True,True
173,1068,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.3002283105022831,5000000.0,consumerinternet,brandedpgaccomodationbookingplatform,bangalore,privateequity,5000000.0,4664789.236367078,15.35555342584362,15.424948670398354,True,True
174,2600,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1411719939117199,10200000.0,healthcaremobileapp,unknown,newdelhi,privateequity,10200000.0,4639616.706823551,15.350142530037346,16.13789837629371,True,True
175,2657,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1411719939117199,12500000.0,usedvehiclemarketplace,unknown,newdelhi,privateequity,12500000.0,4639616.706823551,15.350142530037346,16.341239282272525,True,True
176,1678,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.1411719939117199,500000.0,technology,affordablenonemergencymedicalservicehealthplans,newdelhi,seedfunding,500000.0,203463.2986085056,12.223245831660709,13.122365377402328,True,True
177,1410,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.1997716894977169,12500000.0,technology,enterprisecloudsolutions,mumbai,privateequity,12500000.0,3864447.0403260384,15.167329420057907,16.341239282272525,True,True
178,13,0.0235920852359208,0.0019025875190258,0.0098934550989345,0.1997716894977169,5900000.0,finance,nonbankingfinancialcompany,mumbai,debtfunding,5900000.0,6622058.749117301,15.705917019869116,15.59046307836746,True,True
179,2467,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.0323439878234398,1000000.0,budgetaccommodationplatform,unknown,noida,seedfunding,1000000.0,370204.8138921071,12.821814383731082,13.815511557963774,True,True
180,2670,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.1411719939117199,350000.0,healthyfoodonlinecommunity,unknown,newdelhi,seedfunding,350000.0,314866.1952260848,12.659906226451591,12.765691290604371,True,True
181,520,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.0129375951293759,2000000.0,technology,studentaccommodationplatform,delhi,privateequity,2000000.0,2484038.1082926528,14.725396465990736,14.508658238524095,True,True
182,2721,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.3002283105022831,120000.0,socialnetworkforartists,unknown,bangalore,seedfunding,120000.0,520682.9585600806,13.162898531225078,11.695255355062796,True,True
183,2865,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1997716894977169,12500000.0,teleshopping/ecommerce,unknown,mumbai,privateequity,12500000.0,4227763.541238878,15.257183934080649,16.341239282272525,True,True
184,255,0.0072298325722983,0.0019025875190258,0.0494672754946727,0.3002283105022831,2000000.0,edtech,onlineeducationplatform,bangalore,seed/angelfunding,2000000.0,725125.2387325398,13.494101041068978,14.508658238524095,True,True
185,45,0.0235920852359208,0.0003805175038051,0.0091324200913242,0.1411719939117199,5000000.0,finance,supplychainmanagement,newdelhi,seriesa,5000000.0,4462398.065391984,15.311197086414676,15.424948670398354,True,True
186,2496,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1997716894977169,500000.0,loyaltyprograms&rewardpoints,unknown,mumbai,privateequity,500000.0,4227763.541238878,15.257183934080649,13.122365377402328,True,True
187,347,0.0003805175038051,0.0007610350076103,0.0494672754946727,0.0129375951293759,535000.0,media,newsportal,delhi,seed/angelfunding,535000.0,622715.9590696703,13.341847375224985,13.190023895035274,True,True
188,1654,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.0068493150684931,50000.0,technology,visualcontentmarketing,kolkata,seedfunding,50000.0,239927.2204099715,12.38809507596518,10.819798284210286,True,True
189,435,0.1818873668188736,0.0003805175038051,0.4585235920852359,0.1997716894977169,10000000.0,technology,mobilepointofsaleservicesprovider,mumbai,privateequity,10000000.0,3864447.0403260384,15.167329420057907,16.118095750958314,True,True
190,1557,0.0121765601217656,0.0003805175038051,0.4284627092846271,0.1997716894977169,595000.0,logistics,techfocusedcargotransportstartup,mumbai,seedfunding,595000.0,475117.8866191882,13.0713203393194,13.296318365198625,True,True
191,367,0.0011415525114155,0.0015220700152207,0.0011415525114155,0.1997716894977169,311200.0,foodandbeverages,onlinefooddelivery,mumbai,seed/anglefunding,311200.0,4063449.9794337777,15.217543165471223,12.64819428464882,True,True
192,2680,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.1411719939117199,100000.0,onlinecarrentalaffiliates,unknown,newdelhi,seedfunding,100000.0,314866.1952260848,12.659906226451591,11.51293546492023,True,True
193,1296,0.0235920852359208,0.0003805175038051,0.4585235920852359,0.0357686453576864,6000000.0,finance,educationsectorlending,hyderabad,privateequity,6000000.0,8590836.59412834,15.966206797254374,15.607270193858982,True,True
194,1773,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1411719939117199,1000000.0,consumerinternet,onlinecar&bikeinsurancecomparisonportal,newdelhi,seedfunding,1000000.0,221967.74857927996,12.31029187877968,13.815511557963774,True,True
195,688,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.0403348554033485,2250000.0,consumerinternet,salon&spaaggregation&discoveryplatform,pune,privateequity,2250000.0,5294323.780105567,15.482146008604008,14.626441218624947,True,True
196,2090,0.1137747336377473,0.0007610350076103,0.4585235920852359,0.102359208523592,4000000.0,ecommerce,constructionmaterialetailer,gurgaon,privateequity,4000000.0,3581211.626897672,15.09121202362045,15.201805169084134,True,True
197,19,0.0091324200913242,0.0015220700152207,0.0015220700152207,0.102359208523592,1500000.0,education,elearning,gurgaon,seed,1500000.0,11090646.385980869,16.221612733274775,14.220976332738882,True,True
198,18,0.002283105022831,0.0003805175038051,0.0076103500761035,0.102359208523592,486000.0,healthandwellness,men'shealthandwellnessbrand,gurgaon,seriesb,486000.0,9265127.1542019,16.04176824968385,13.093965960493682,True,True
199,2701,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,5000000.0,fashionecommercestore,unknown,bangalore,privateequity,5000000.0,5787616.634954608,15.571231302864163,15.424948670398354,True,True
200,2209,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.0007610350076103,400000.0,onlinecounsellingandpsychologicalsupportplatform,unknown,gwalior,seedfunding,400000.0,606432.2262126093,13.315349904376207,12.899222326086994,True,True
201,2628,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1411719939117199,1000000.0,organicfoodecommerce,unknown,newdelhi,privateequity,1000000.0,4639616.706823551,15.350142530037346,13.815511557963774,True,True
202,1377,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.102359208523592,1000000.0,consumerinternet,onlinedoctorconsultations,gurgaon,privateequity,1000000.0,5049678.8579976,15.434835404786108,13.815511557963774,True,True
203,597,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.1411719939117199,3000000.0,consumerinternet,smartparkingenabler,newdelhi,privateequity,3000000.0,4129568.029008727,15.23368360816263,14.914123179965662,True,True
204,528,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.1997716894977169,450000.0,technology,rooftopsolarplatform,mumbai,seedfunding,450000.0,279713.1884610722,12.54152360532953,13.017005083966255,True,True
205,2395,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.3002283105022831,2000000.0,cloudbasedhotelbookingplatform,unknown,bangalore,seedfunding,2000000.0,520682.9585600806,13.162898531225078,14.508658238524095,True,True
206,102,0.002283105022831,0.0003805175038051,0.4284627092846271,0.0190258751902587,200000.0,healthandwellness,organicwellness,gurugram,seedfunding,200000.0,374906.1327657518,12.834433628325227,12.206077645517674,True,True
207,1501,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1997716894977169,500000.0,consumerinternet,seedinvestment&innovationplatform,mumbai,seedfunding,500000.0,305152.3305704844,12.6285696524485,13.122365377402328,True,True
208,571,0.0083713850837138,0.0003805175038051,0.4585235920852359,0.0015220700152207,2000000.0,food&beverage,agriculturetechnology,coimbatore,privateequity,2000000.0,4376232.644128059,15.291699013826848,14.508658238524095,True,True
209,1867,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.3002283105022831,180000.0,consumerinternet,hyperlocalhomemaintenanceservices,bangalore,seedfunding,180000.0,388657.6535537877,12.870456740083428,12.100717685412471,True,True
210,543,0.0121765601217656,0.0003805175038051,0.4585235920852359,0.0357686453576864,1100000.0,logistics,medicaltransportationservices,hyderabad,privateequity,1100000.0,6165363.61483085,15.634457835545565,13.910821646859096,True,True
211,1909,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.102359208523592,22500.0,technology,augmentedrealitysolutions,gurgaon,seedfunding,22500.0,224357.32577074287,12.320999721349567,10.021315031649332,True,True
212,2588,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.1411719939117199,5000000.0,realestaterating&analysis,unknown,newdelhi,privateequity,5000000.0,4639616.706823551,15.350142530037346,15.424948670398354,True,True
213,1305,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.102359208523592,300000.0,consumerinternet,appbasedtraveldiscoveryandtransactionsplatform,gurgaon,seedfunding,300000.0,238894.62564198783,12.383782022731811,12.611541086966117,True,True
214,1549,0.1137747336377473,0.0003805175038051,0.4585235920852359,0.1997716894977169,12500000.0,ecommerce,jewelleryetailer,mumbai,privateequity,12500000.0,3615760.6808838393,15.100813091487032,16.341239282272525,True,True
215,1541,0.1818873668188736,0.0003805175038051,0.4284627092846271,0.0403348554033485,1000000.0,technology,enterpriseworkmanagementsoftware,pune,seedfunding,1000000.0,245578.46571543935,12.411375863109235,13.815511557963774,True,True
216,2727,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.3002283105022831,500000.0,videoadvertisementplatform,unknown,bangalore,seedfunding,500000.0,520682.9585600806,13.162898531225078,13.122365377402328,True,True
217,637,0.0121765601217656,0.0007610350076103,0.4284627092846271,0.1997716894977169,300000.0,logistics,ondemandlogisticsserviceprovider,mumbai,seedfunding,300000.0,506269.9532375434,13.134827285657575,12.611541086966117,True,True
218,1486,0.3569254185692542,0.0007610350076103,0.4585235920852359,0.1997716894977169,3000000.0,consumerinternet,lendingplatformforsalariedprofessionals,mumbai,privateequity,3000000.0,4282227.590662008,15.26998413079423,14.914123179965662,True,True
219,137,0.0091324200913242,0.0003805175038051,0.4284627092846271,0.0323439878234398,278000.0,education,personalizedlearning,noida,seedfunding,278000.0,319826.9271183061,12.675538402393196,12.535379989788607,True,True
220,1992,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.0357686453576864,400000.0,consumerinternet,onlineweddingservicesmarketplace,hyderabad,seedfunding,400000.0,340125.97460600326,12.737074281599025,12.899222326086994,True,True
221,2430,0.0003805175038051,0.1997716894977169,0.4585235920852359,0.3002283105022831,1150000.0,onlinehealth&wellnessplatform,unknown,bangalore,privateequity,1150000.0,5787616.634954608,15.571231302864163,13.955273369904273,True,True
222,946,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1411719939117199,30000.0,consumerinternet,onlinevehicleservicesbookingplatform,newdelhi,seedfunding,30000.0,221967.74857927996,12.31029187877968,10.308985993422082,True,True
223,2580,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.0136986301369863,1000000.0,custommerchandizeplatform,unknown,ahmedabad,seedfunding,1000000.0,358487.2912943926,12.789651278221768,13.815511557963774,True,True
