,Unnamed: 0,industry_freq,sub_freq,type_freq,city_freq,actual_amount,industry_vertical,sub_vertical,city_location,investment_type,amount_in_usd,predicted_amount,predicted_amount_log,actual_amount_log,funded,Funded
83,2100,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.3002283105022831,185000.0,consumerinternet,indiansfocusedmatchmakingapp,bangalore,seedfunding,185000.0,388657.6535537877,12.870456740083428,12.128116509451258,True,True
84,159,0.0277777777777777,0.0003805175038051,0.4585235920852359,0.0190258751902587,4000000.0,healthcare,onlinemarketplaceformotherandbabycareproducts,gurugram,privateequity,4000000.0,3728550.268818141,15.131530316392608,15.201805169084134,True,True
85,2546,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.0136986301369863,300000.0,foodcustomeranalyticsplatform,unknown,ahmedabad,seedfunding,300000.0,358487.2912943926,12.789651278221768,12.611541086966117,True,True
86,1376,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.0357686453576864,100000.0,consumerinternet,citybasednewsaggregatorapp,hyderabad,seedfunding,100000.0,340125.97460600326,12.737074281599025,11.51293546492023,True,True
87,2186,0.0003805175038051,0.1997716894977169,0.4284627092846271,0.3002283105022831,1000000.0,mobilegamedevelopment&designplatform,unknown,bangalore,seedfunding,1000000.0,520682.9585600806,13.162898531225078,13.815511557963774,True,True
88,1364,0.1137747336377473,0.0003805175038051,0.4585235920852359,0.1997716894977169,12300000.0,ecommerce,onlinebeautyproductsetailer,mumbai,privateequity,12300000.0,3615760.6808838393,15.100813091487032,16.325109901643454,True,True
89,743,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.1997716894977169,776000.0,consumerinternet,onlineroomsaggregationplatform,mumbai,seedfunding,776000.0,305152.3305704844,12.6285696524485,13.561909087824318,True,True
90,834,0.0121765601217656,0.0003805175038051,0.4585235920852359,0.1411719939117199,12500000.0,logistics,ecommercelogisticsprovider,newdelhi,privateequity,12500000.0,5561188.758763438,15.531322628724263,16.341239282272525,True,True
91,1532,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.102359208523592,600000.0,consumerinternet,onlinefoodordering&deliverystartup,gurgaon,seedfunding,600000.0,238894.62564198783,12.383782022731811,13.304686600863562,True,True
92,1117,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.1411719939117199,3600000.0,consumerinternet,lockscreenrewardsmobileapp,newdelhi,privateequity,3600000.0,4129568.029008727,15.23368360816263,15.096444681204078,True,True
93,1140,0.3569254185692542,0.0011415525114155,0.4284627092846271,0.1411719939117199,200000.0,consumerinternet,p2plendingplatform,newdelhi,seedfunding,200000.0,259123.11821836352,12.465062446812324,12.206077645517674,True,True
94,1775,0.3569254185692542,0.0003805175038051,0.4585235920852359,0.1411719939117199,12500000.0,consumerinternet,ondemandbeautyserviceprovider,newdelhi,privateequity,12500000.0,4129568.029008727,15.23368360816263,16.341239282272525,True,True
95,1842,0.3569254185692542,0.0003805175038051,0.4284627092846271,0.3002283105022831,100000.0,consumerinternet,medicalsupportserviceplatform,bangalore,seedfunding,100000.0,388657.6535537877,12.870456740083428,11.51293546492023,True,True
