Total Startups,Predicted Funded Count,Funding Conversion Rate,Average Funding Probability,Accuracy,Precision,Recall,F1 Score
789.0,650.0,0.8238276299112801,0.8238276299112801,0.7325728770595691,0.7830769230769231,0.8791018998272885,0.8283157038242474
