,industry_freq,sub_freq,type_freq,city_freq,Actual_Funded,industry_vertical,sub_vertical,city_location,investment_type,funded_prediction
1047,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.0334855403348554,False,technology,blendedlearningdeliveryappforschools&corporates,chennai,seedfunding,True
117,0.00228310502283105,0.000380517503805175,0.0045662100456621,0.001902587519025875,True,healthandwellness,specialtypharmaceutical,india,seriesd,True
1225,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.10235920852359208,True,technology,cashflowmanagementsolutionforbusinesses,gurgaon,seedfunding,False
88,0.001141552511415525,0.000380517503805175,0.0091324200913242,0.1997716894977169,True,services,digitaldocumentation,mumbai,seriesa,True
371,0.007229832572298325,0.001902587519025875,0.4585235920852359,0.1997716894977169,True,edtech,onlineeducationplatform,mumbai,privateequity,True
1093,0.18188736681887366,0.003424657534246575,0.4284627092846271,0.3002283105022831,False,technology,onlinelearningplatform,bangalore,seedfunding,True
862,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.04033485540334855,True,technology,appbasedlogistics&distributionplatform,pune,privateequity,True
653,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,consumerinternet,appbasedcabaggregationservice,gurgaon,privateequity,True
2361,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.0334855403348554,True,onlinepharmacy,unknown,chennai,privateequity,True
1153,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.04033485540334855,True,consumerinternet,financialservicesforunorganizedworkforce,pune,seedfunding,True
1903,0.027777777777777776,0.000380517503805175,0.4284627092846271,0.03576864535768645,False,healthcare,familystemcellbankingservices,hyderabad,seedfunding,True
2053,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,consumerinternet,healthcareaggregatorplatform,mumbai,seedfunding,True
1909,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.10235920852359208,True,technology,augmentedrealitysolutions,gurgaon,seedfunding,False
1661,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,consumerinternet,mobilebasedvehiclemaintenanceapp,mumbai,seedfunding,True
135,0.000380517503805175,0.000380517503805175,0.0076103500761035,0.000380517503805175,True,automation,robotics,california,seriesb,True
1291,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.00076103500761035,False,ecommerce,b2bmarketplaceforshoes,agra,seedfunding,False
2131,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.1997716894977169,True,cabsharingservicemobileapp,unknown,mumbai,seedfunding,True
637,0.0121765601217656,0.00076103500761035,0.4284627092846271,0.1997716894977169,True,logistics,ondemandlogisticsserviceprovider,mumbai,seedfunding,True
1052,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.0334855403348554,True,consumerinternet,movieticketbookingplatform,chennai,privateequity,True
1683,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,ecommerce,socialcommerceplatform,bangalore,seedfunding,False
911,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,collaborativecoworkingspaces,mumbai,privateequity,True
376,0.02359208523592085,0.000380517503805175,0.04946727549467275,0.3002283105022831,True,finance,expensemanagement,bangalore,seed/angelfunding,True
1587,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.00076103500761035,False,ecommerce,onlineteastore,siliguri,seedfunding,False
743,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,onlineroomsaggregationplatform,mumbai,seedfunding,True
661,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,consumerinternet,instantmessagingplatform,mumbai,seedfunding,True
1253,0.00837138508371385,0.000380517503805175,0.4284627092846271,0.032343987823439876,True,food&beverage,quickservicerestaurants,noida,seedfunding,True
2434,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,homemedicalcareservices,unknown,bangalore,privateequity,True
2209,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.00076103500761035,True,onlinecounsellingandpsychologicalsupportplatform,unknown,gwalior,seedfunding,True
1317,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.032343987823439876,False,consumerinternet,traintravelinfomobileapp,noida,privateequity,True
907,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,learningmobileappforstudents,mumbai,privateequity,True
1517,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,consumerinternet,gamifiedconsumerinsightsportal,newdelhi,privateequity,True
2388,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.14117199391171995,True,cloudsoftwaresolutions,unknown,newdelhi,privateequity,True
2672,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.1997716894977169,True,onlinefashionvideoportal,unknown,mumbai,privateequity,True
124,0.00076103500761035,0.00076103500761035,0.4284627092846271,0.004946727549467275,True,b2b,ecommerce,indore,seedfunding,False
810,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.032343987823439876,True,consumerinternet,videointelligenceplatform,noida,privateequity,True
1091,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,technology,borderintrusionalertsolutions,newdelhi,seedfunding,False
278,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,iotapplicationplatforminagriculture,bangalore,privateequity,True
2072,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.04033485540334855,False,ecommerce,kidsfocusedetailer,pune,privateequity,True
958,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.14117199391171995,False,consumerinternet,onlinedermatologyconsultationplatform,newdelhi,privateequity,True
550,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,foodorderingportal,bangalore,privateequity,True
1474,0.0091324200913242,0.000380517503805175,0.4585235920852359,0.032343987823439876,True,education,edutainmentplatform,noida,privateequity,True
1156,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,digitalentertainmentcompany,mumbai,privateequity,True
427,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,educationsolutions,bangalore,privateequity,True
847,0.0121765601217656,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,logistics,expresslogisticsnetwork,bangalore,seedfunding,True
2352,0.00076103500761035,0.1997716894977169,0.4284627092846271,0.3002283105022831,True,residentialrentalmanagementplatform,unknown,bangalore,seedfunding,True
961,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,loyaltyrewardsapp,mumbai,privateequity,True
494,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,aibasedfintechplatform,bangalore,privateequity,True
1523,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,technology,cartracking&safetysystem,gurgaon,privateequity,True
1596,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.14117199391171995,False,technology,dataanalyticsbasedcustomermanagementservices,newdelhi,privateequity,True
275,0.3569254185692542,0.0015220700152207,0.04946727549467275,0.01902587519025875,True,consumerinternet,onlineinsuranceplatform,gurugram,seed/angelfunding,True
1887,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.03576864535768645,True,technology,interiorpaintingautomation,hyderabad,seedfunding,True
954,0.027777777777777776,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,healthcare,femalehygieneproductmanufacturer,newdelhi,seedfunding,False
354,0.3569254185692542,0.001141552511415525,0.4585235920852359,0.01902587519025875,True,consumerinternet,onlineplatformforhighereducationservices,gurugram,privateequity,True
147,0.001141552511415525,0.000380517503805175,0.00076103500761035,0.10235920852359208,True,automobile,newandusedcarsplatform,gurgaon,seriese,True
2823,0.00076103500761035,0.1997716894977169,0.4284627092846271,0.00684931506849315,True,digital/mobilewallet,unknown,kolkata,seedfunding,True
2391,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,smallbusinessfinancing(nbfc),unknown,bangalore,privateequity,True
909,0.3569254185692542,0.00076103500761035,0.4284627092846271,0.10235920852359208,True,consumerinternet,coworkingspacesbookingplatform,gurgaon,seedfunding,True
1327,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,consumerinternet,socialmediamarketingplatform,newdelhi,seedfunding,False
2756,0.001902587519025875,0.1997716894977169,0.4284627092846271,0.3002283105022831,True,onlinefooddelivery,unknown,bangalore,seedfunding,True
1360,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.032343987823439876,True,consumerinternet,onlinehealth&wellnessplatform,noida,seedfunding,True
2152,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.3002283105022831,True,onlinertiapplicationservices,unknown,bangalore,seedfunding,True
1116,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,consumerinternet,onlineinstantpersonalloanprovider,newdelhi,privateequity,True
239,0.3569254185692542,0.000380517503805175,0.04946727549467275,0.01902587519025875,False,consumerinternet,"alocaldiscoveryappfordiningout,party,leisureandevents",gurugram,seed/angelfunding,True
56,0.00228310502283105,0.000380517503805175,0.00532724505327245,0.3002283105022831,True,foodandbeverage,b2bfoodtech,bangalore,seriesc,True
730,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.10235920852359208,False,consumerinternet,forprofitsocialventure,gurgaon,privateequity,True
1406,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,ecommerce,localcommerceplatform,newdelhi,seedfunding,False
607,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,ecommerce,pregnancy&babycareproductetailer,gurgaon,privateequity,True
1438,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.03576864535768645,True,technology,cloudbasedsoftwaresolutionsprovider,hyderabad,privateequity,True
404,0.02359208523592085,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,finance,venturecapital,bangalore,privateequity,True
602,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.0334855403348554,True,technology,telecom&iotplatform,chennai,seedfunding,True
2563,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.04033485540334855,True,qsrrestaurantchain,unknown,pune,seedfunding,True
545,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.10235920852359208,True,consumerinternet,onlineinsurancepolicyaggregator,gurgaon,privateequity,True
2420,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.032343987823439876,True,brandedbudgethotelmarketplace,unknown,noida,seedfunding,True
292,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.01902587519025875,True,consumerinternet,onlinetravelmarketplace,gurugram,privateequity,True
461,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,False,technology,saasbasedbigdataanalyticsplatform,mumbai,privateequity,True
2223,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,marketplaceappforbangkok,unknown,bangalore,privateequity,True
836,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.03576864535768645,False,ecommerce,travelecommerceportal,hyderabad,seedfunding,True
1673,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,enterprisesecuritytechnologyplatform,mumbai,privateequity,True
1853,0.3569254185692542,0.00076103500761035,0.4284627092846271,0.04033485540334855,False,consumerinternet,carpoolingmobileapp,pune,seedfunding,True
2552,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.1997716894977169,True,crosschannelcrmplatform,unknown,mumbai,privateequity,True
849,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,subscriptionbaseddeliveryplatform,mumbai,privateequity,True
309,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.01293759512937595,True,technology,womenfocusseddigitalmediaplatform,delhi,privateequity,True
2668,0.00076103500761035,0.1997716894977169,0.4284627092846271,0.1997716894977169,True,usedcarmarketplace,unknown,mumbai,seedfunding,True
2510,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.04033485540334855,True,subscriptionbasedonlinegroceryplatform,unknown,pune,seedfunding,True
1514,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.0136986301369863,True,technology,fullstackoffline&onlineerpsolution,ahmedabad,seedfunding,False
1283,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,sportstraining&technology,mumbai,privateequity,True
1305,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.10235920852359208,True,consumerinternet,appbasedtraveldiscoveryandtransactionsplatform,gurgaon,seedfunding,True
1503,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,mobilemarketplaceforcrowdsourcedwork,bangalore,privateequity,True
280,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,onlinefitnessdiscoveyplatform,mumbai,privateequity,True
277,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,False,consumerinternet,eventsandactivitiesdiscoveryplatform,bangalore,privateequity,True
765,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,pointofsaleservices,mumbai,privateequity,True
2305,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.10235920852359208,True,qsr&onlinedeliveryportal,unknown,gurgaon,seedfunding,True
1615,0.3569254185692542,0.001141552511415525,0.4585235920852359,0.14117199391171995,True,consumerinternet,onlinetaxfilingplatform,newdelhi,privateequity,True
883,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,onlineskillassessmentplatform,bangalore,privateequity,True
2546,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.0136986301369863,True,foodcustomeranalyticsplatform,unknown,ahmedabad,seedfunding,True
1110,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,ecommerce,usedfurnituremarketplace,mumbai,seedfunding,False
267,0.02359208523592085,0.001902587519025875,0.04946727549467275,0.3002283105022831,True,finance,microlendingplatform,bangalore,seed/angelfunding,True
2609,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.10235920852359208,True,contactcentersoftwareplatform,unknown,gurgaon,privateequity,True
609,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.03576864535768645,True,technology,integratedreceivablessoftwaresolutions,hyderabad,privateequity,True
2082,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,technology,homeautomation&securitysolutions,bangalore,seedfunding,False
483,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,distanceeducationlearningplatform,bangalore,privateequity,True
1609,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.14117199391171995,True,consumerinternet,contactmanagementmobileapp,newdelhi,privateequity,True
1597,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.0334855403348554,False,consumerinternet,internetofthingsplatform,chennai,privateequity,True
232,0.02359208523592085,0.007990867579908675,0.4585235920852359,0.01902587519025875,True,finance,onlinelendingplatform,gurugram,privateequity,True
1098,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.032343987823439876,False,technology,ecommercemarketingsoftware,noida,privateequity,True
1096,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.03576864535768645,True,consumerinternet,platformtotakebusinessesonline,hyderabad,privateequity,True
196,0.3569254185692542,0.000380517503805175,0.04946727549467275,0.01902587519025875,True,consumerinternet,onlineplatformthatconnectsbrandswithfreelancesalesprofessionals,gurugram,seed/angelfunding,True
2378,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.1997716894977169,True,competitiveexamlearningplatform,unknown,mumbai,privateequity,True
1420,0.027777777777777776,0.000380517503805175,0.4585235920852359,0.0334855403348554,False,healthcare,personalgenomics,chennai,privateequity,True
1338,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,talentdiscovery&auditionmanagementplatform,mumbai,seedfunding,True
1105,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.0136986301369863,True,consumerinternet,healthtestsbookingplatform&epharmacy,ahmedabad,privateequity,True
846,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,ecommerce,onlinemedicalequipmentsupplier,mumbai,privateequity,True
443,0.18188736681887366,0.000380517503805175,0.00989345509893455,0.3002283105022831,True,technology,furniturerentalplatform,bangalore,debtfunding,True
1492,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,consumerinternet,fruit&vegetabledeliveryplatform,newdelhi,seedfunding,False
188,0.02359208523592085,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,finance,privateequityfirm,mumbai,privateequity,True
1373,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.10235920852359208,True,consumerinternet,employeeengagementplatform,gurgaon,seedfunding,True
1318,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,hyperlocalcommunicationmobileapp,mumbai,seedfunding,True
1525,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,technology,saasbasedserviceagreementmanagement,gurgaon,privateequity,True
2690,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.1997716894977169,True,renewableenergysolutions,unknown,mumbai,seedfunding,True
910,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.10235920852359208,True,consumerinternet,mobileservicesmarketplace,gurgaon,privateequity,True
977,0.11377473363774733,0.00076103500761035,0.4585235920852359,0.1997716894977169,True,ecommerce,onlinefashionmarketplace,mumbai,privateequity,True
1033,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.10235920852359208,True,consumerinternet,mobilebalancecheckingapp,gurgaon,privateequity,True
800,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,lastminutehotelbookingmobileapp,newdelhi,seedfunding,False
562,0.3569254185692542,0.003424657534246575,0.4284627092846271,0.3002283105022831,True,consumerinternet,onlinelearningplatform,bangalore,seedfunding,False
802,0.00837138508371385,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,food&beverage,coldpressjuicesmanufacturer,newdelhi,seedfunding,True
428,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,False,technology,iotbasedairpollutioncontroller,mumbai,privateequity,True
1222,0.11377473363774733,0.003424657534246575,0.4284627092846271,0.1997716894977169,False,ecommerce,onlinepharmacy,mumbai,seedfunding,True
1184,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,healthcareplancomparisonplatform,newdelhi,seedfunding,False
678,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.0136986301369863,True,technology,energymanagementsolutionsprovider,ahmedabad,privateequity,True
1858,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.04033485540334855,True,technology,contractmanagementsoftwaresolutionsplatform,pune,privateequity,True
165,0.02359208523592085,0.000380517503805175,0.04946727549467275,0.04033485540334855,False,finance,patientfinancingplatform,pune,seed/angelfunding,True
1882,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,ondemand2wheelerservicingplatform,bangalore,seedfunding,True
2034,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,ecommerce,lastminutehotelbookingsmobilemarketplace,bangalore,seedfunding,False
2031,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,ecommerce,onlinefashionapparelretailer,gurgaon,privateequity,True
1331,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.0334855403348554,True,technology,truckfleetoperationplatform,chennai,privateequity,True
755,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.03576864535768645,False,ecommerce,diyprojectkitsseller,hyderabad,seedfunding,True
1379,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.14117199391171995,False,technology,integratedelearningcontentsolutions,newdelhi,privateequity,True
947,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,intracitylogisticsprovider,bangalore,privateequity,True
2301,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.04033485540334855,True,exclusiveplatformfordoctors&healthcareprofessionals,unknown,pune,seedfunding,True
2571,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.1997716894977169,True,hyperlocalelectronicsrepairservice,unknown,mumbai,seedfunding,True
244,0.007229832572298325,0.000380517503805175,0.04946727549467275,0.04033485540334855,False,edtech,educationservicesprovider,pune,seed/angelfunding,True
1446,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,consumerinternet,budgethotelsaggregator,newdelhi,privateequity,True
1307,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,technology,3dprintingsolutionsforeduspace,newdelhi,seedfunding,False
1690,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.0334855403348554,True,technology,cleanwatertechnology,chennai,privateequity,True
1850,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.032343987823439876,True,technology,virtualrealitysolutions,noida,seedfunding,True
1733,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,technology,safedrivinganalyticsplatform,mumbai,seedfunding,False
1989,0.3569254185692542,0.00076103500761035,0.4284627092846271,0.3002283105022831,True,consumerinternet,hyperlocalhomeservicesprovider,bangalore,seedfunding,True
1071,0.3569254185692542,0.003424657534246575,0.4585235920852359,0.3002283105022831,True,consumerinternet,onlinelearningplatform,bangalore,privateequity,True
2843,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.003424657534246575,True,materialcollection&recycling,unknown,vadodara,privateequity,True
1643,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,onlinecounselling&personalcoachingplatform,bangalore,seedfunding,True
828,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,ecommerce,onlineluxuryteaetailer,mumbai,seedfunding,False
667,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,technology,software&mobileappdevelopmentplatform,bangalore,seedfunding,False
1904,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,ecommerce,specialtycoffeeetailer,newdelhi,seedfunding,False
1781,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,ecommerce,womenfashionecommerceportal,bangalore,seedfunding,False
360,0.027777777777777776,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,healthcare,mobileweightlosscoach,bangalore,privateequity,True
105,0.11377473363774733,0.000380517503805175,0.000380517503805175,0.1997716894977169,True,ecommerce,fashionandapparel,mumbai,inhousefunding,True
172,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,onlinebikerentalmarketplace,bangalore,privateequity,True
2489,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,doctorappointmentbookingapp,unknown,bangalore,privateequity,True
202,0.027777777777777776,0.000380517503805175,0.04946727549467275,0.3002283105022831,True,healthcare,homediagnosticsservicesprovider,bangalore,seed/angelfunding,True
405,0.18188736681887366,0.00076103500761035,0.4585235920852359,0.14117199391171995,True,technology,it,newdelhi,privateequity,True
1347,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,onlinegiftvouchersplatform,mumbai,seedfunding,True
1792,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,False,consumerinternet,onlinecertificationplatform,bangalore,privateequity,True
572,0.11377473363774733,0.003424657534246575,0.4585235920852359,0.0334855403348554,True,ecommerce,onlinepharmacy,chennai,privateequity,True
1248,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.0030441400304414,True,consumerinternet,mobileappforsaasbasedtraining,goa,privateequity,True
788,0.0121765601217656,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,logistics,trucknetworkcompany,bangalore,privateequity,True
736,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,appbasedinvestmentadvisoryservices,bangalore,seedfunding,True
950,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,subscriptionbasedhomedeliveryplatform,mumbai,seedfunding,True
2640,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.10235920852359208,True,realestatebrokernetworkapp,unknown,gurgaon,privateequity,True
777,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.04033485540334855,True,ecommerce,automobilepartsmarketplace,pune,seedfunding,False
2603,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,onlinejewellerystore,unknown,bangalore,privateequity,True
1980,0.3569254185692542,0.001141552511415525,0.4284627092846271,0.3002283105022831,True,consumerinternet,parentingmobileapp,bangalore,seedfunding,False
1485,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.10235920852359208,False,consumerinternet,cashbackmobileapp,gurgaon,seedfunding,True
2098,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.000380517503805175,True,consumerinternet,onlinefitness&educationalinformationaggregator,jodhpur,seedfunding,False
546,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,homemaintenanceservicesplatform,bangalore,seedfunding,True
583,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,ecommerce,buyingclubforsmallbusinesses,gurgaon,privateequity,True
1436,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,False,consumerinternet,coworkingspacesdiscovery&bookingplatform,mumbai,privateequity,True
438,0.11377473363774733,0.000380517503805175,0.00989345509893455,0.0334855403348554,True,ecommerce,"""women'sfashionclothingonlineplatform""",chennai,debtfunding,True
1245,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.011035007610350075,True,ecommerce,b2bwholesaleapparelmarketplace,jaipur,privateequity,False
895,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,consumerinternet,onlinesalondiscovery&bookingservices,newdelhi,seedfunding,False
1999,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,technology,iotretailsolutions,newdelhi,seedfunding,False
1919,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,False,consumerinternet,onlinepersonalizedinsuranceplatform,mumbai,privateequity,True
2622,0.00076103500761035,0.1997716894977169,0.4284627092846271,0.1997716894977169,True,crowdfundingplatform,unknown,mumbai,seedfunding,True
1731,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,consumerinternet,celebrityentertainmentcontestapp,newdelhi,seedfunding,False
493,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.10235920852359208,False,ecommerce,healthy&nutritionbasedsnacksonlineplatform,gurgaon,seedfunding,False
1076,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,logisticsandtruckaggregatorplatform,bangalore,seedfunding,True
2478,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.1997716894977169,True,userengagment&analyticsplatform,unknown,mumbai,privateequity,True
366,0.11377473363774733,0.000380517503805175,0.00989345509893455,0.01902587519025875,True,ecommerce,onlineselling,gurugram,debtfunding,True
1966,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,independentonlinevideoproductioncompany,mumbai,privateequity,True
1723,0.3569254185692542,0.00380517503805175,0.4284627092846271,0.10235920852359208,False,consumerinternet,fooddeliveryplatform,gurgaon,seedfunding,False
547,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,ecommerce,onlinechaiorderingplatform,gurgaon,privateequity,True
1256,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,campussocialnetworkingapp,bangalore,privateequity,True
525,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,educationcollaborationplatform,bangalore,seedfunding,True
538,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,technology,educationtechnologyplatform,newdelhi,seedfunding,False
1894,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.032343987823439876,True,ecommerce,onlinemarketplaceforschools,noida,seedfunding,True
