,industry_freq,sub_freq,type_freq,city_freq,Actual_Funded,industry_vertical,sub_vertical,city_location,investment_type,funded_prediction
2037,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.14117199391171995,False,consumerinternet,p2pmessagingservice,newdelhi,privateequity,True
1142,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,consumerinternet,selfbrandedwebsites&appsforecommerce,bangalore,seedfunding,True
352,0.000380517503805175,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,publishing,epublishing,bangalore,privateequity,True
2845,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.0334855403348554,True,online/mobilecustomersupport,unknown,chennai,privateequity,True
1521,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,onlinefoodordering&deliveryplatform,mumbai,privateequity,True
2840,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.00076103500761035,True,mobileappdevelopment,unknown,udupi,privateequity,True
413,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.01902587519025875,True,ecommerce,onlinegrocery,gurugram,privateequity,True
2221,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,skilltrainingstartup,unknown,bangalore,privateequity,True
2141,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,onlinebrandedfurnitureetailer,unknown,bangalore,privateequity,True
515,0.18188736681887366,0.000380517503805175,0.04946727549467275,0.1997716894977169,True,technology,identitymanagementplatform,mumbai,seed/angelfunding,True
1800,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,ecommerce,mobilebasedmeatorderingapp,bangalore,privateequity,True
2503,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.14117199391171995,True,mobilesocialnetwork,unknown,newdelhi,seedfunding,True
184,0.3569254185692542,0.007990867579908675,0.4585235920852359,0.3002283105022831,True,consumerinternet,onlinelendingplatform,bangalore,privateequity,True
2232,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.03576864535768645,True,cricketmanagementmobilegame,unknown,hyderabad,seedfunding,True
1795,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,cleaningservicesprovider,newdelhi,seedfunding,False
1883,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,False,technology,internetofthingsdevicemanufacturer,bangalore,privateequity,True
472,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.04033485540334855,False,technology,aadhaarbasedapiprovider,pune,seedfunding,False
1293,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.0136986301369863,True,technology,waterlesscarwashingsolution,ahmedabad,seedfunding,False
509,0.02359208523592085,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,finance,techbasedinvestorfirm,mumbai,privateequity,True
979,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,consumerinternet,ondemandpersonalassistantservice,gurgaon,privateequity,True
996,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.03576864535768645,False,consumerinternet,curatedplatformfordevelopers,hyderabad,seedfunding,True
1846,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,womentracker,bangalore,seedfunding,True
2235,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.3002283105022831,True,virtualrealityheadsetcreator,unknown,bangalore,seedfunding,True
771,0.3569254185692542,0.00076103500761035,0.4284627092846271,0.1997716894977169,True,consumerinternet,mobilebasedsocialnetworkingplatform,mumbai,seedfunding,True
2449,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.10235920852359208,True,crossdeviceretargetingplatform,unknown,gurgaon,privateequity,True
561,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.14117199391171995,True,consumerinternet,smelendingplatform,newdelhi,privateequity,True
1075,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.00076103500761035,True,consumerinternet,onlinecarserviceplatform,gwalior,seedfunding,False
921,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,consumerinternet,healthcarerelatedcontentplatform,newdelhi,seedfunding,False
2349,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.001141552511415525,True,realestatemobilecrm,unknown,newyork,seedfunding,True
2140,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,onlinefreightservicesaggregator,unknown,bangalore,privateequity,True
1756,0.0091324200913242,0.000380517503805175,0.4284627092846271,0.0334855403348554,False,education,mobileeducationplatform,chennai,seedfunding,True
2130,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.14117199391171995,True,smartsafetywearabledevices,unknown,newdelhi,seedfunding,True
2595,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.0015220700152207,True,couponaggregatorplatform,unknown,kanpur,seedfunding,True
878,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,ecommerce,b2bagrimarketingplatform,bangalore,privateequity,True
2032,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,mobileappbasedconciergeservice,newdelhi,seedfunding,False
183,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.01902587519025875,True,consumerinternet,onlineindiancarrentalplatform,gurugram,privateequity,True
2086,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,photographycuration&aggregatorplatform,mumbai,seedfunding,True
508,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,False,technology,vehicleloanapprovalplatform,mumbai,privateequity,True
1268,0.11377473363774733,0.00076103500761035,0.4585235920852359,0.032343987823439876,True,ecommerce,industrial&homeproductsmarketplace,noida,privateequity,True
1451,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,consumerinternet,careerprogressionportal,mumbai,seedfunding,True
2481,0.00076103500761035,0.1997716894977169,0.4284627092846271,0.3002283105022831,True,logisticstechplatform,unknown,bangalore,seedfunding,True
1147,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,fitnessdiscovery&bookingplatform,newdelhi,seedfunding,False
1120,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,transportandlogisticsmobileapp,mumbai,privateequity,True
2377,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.1997716894977169,True,fooddiscovery&deliverymobileapp,unknown,mumbai,privateequity,True
1851,0.00228310502283105,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,realestate,interiordesign&homedsolutions,bangalore,seedfunding,True
1004,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.032343987823439876,False,technology,carrentalsoftwaresolutions,noida,seedfunding,True
1590,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,ecommerce,onlineeventticketingplatform,mumbai,seedfunding,False
764,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.03576864535768645,True,technology,artificialintelligencebasedplatform,hyderabad,seedfunding,True
219,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,False,technology,travelfocusedtechstartup,bangalore,privateequity,True
1621,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,onlinetestpapersforcompetitiveexams,newdelhi,seedfunding,False
1987,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,consumerinternet,dealsanddiscountplatform,gurgaon,privateequity,True
981,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,vacationtripplanningplatform,mumbai,seedfunding,True
518,0.18188736681887366,0.000380517503805175,0.00989345509893455,0.0334855403348554,True,technology,onlinetruckaggregatorplatform,chennai,debtfunding,True
310,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.032343987823439876,False,consumerinternet,onlinetravelticketingplatform,noida,privateequity,True
2345,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,lastmiledeliveryservice,unknown,bangalore,privateequity,True
1833,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,civilservicesnewsaggregator,newdelhi,seedfunding,False
974,0.3569254185692542,0.001141552511415525,0.4284627092846271,0.3002283105022831,False,consumerinternet,parentingmobileapp,bangalore,seedfunding,False
234,0.02359208523592085,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,finance,supplychainfinance,mumbai,privateequity,True
2482,0.00076103500761035,0.1997716894977169,0.4585235920852359,0.14117199391171995,True,onlinebudgethotelchain,unknown,newdelhi,privateequity,True
140,0.000380517503805175,0.000380517503805175,0.0091324200913242,0.1997716894977169,True,financialtech,digitalonboardingsolution,mumbai,seriesa,True
1134,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.10235920852359208,True,consumerinternet,onlinecarservicingbookingplatform,gurgaon,seedfunding,True
2520,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.04033485540334855,True,mobilecommerceforfarmers,unknown,pune,privateequity,True
1043,0.3569254185692542,0.001141552511415525,0.4284627092846271,0.04033485540334855,True,consumerinternet,onlinetaxfilingplatform,pune,seedfunding,False
1422,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,True,consumerinternet,mobilebasedbollywooddiscoveryplatform,mumbai,seedfunding,True
1355,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,ecommerce,onlineconstructionmaterialsmarketplace,bangalore,seedfunding,False
58,0.001141552511415525,0.000380517503805175,0.0091324200913242,0.10235920852359208,False,services,productreview,gurgaon,seriesa,True
874,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.1997716894977169,False,ecommerce,onlinemarketplaceforkitchenproducts,mumbai,privateequity,True
381,0.0030441400304414,0.001141552511415525,0.4585235920852359,0.3002283105022831,True,it,saas,bangalore,privateequity,True
161,0.3569254185692542,0.000380517503805175,0.00989345509893455,0.1997716894977169,True,consumerinternet,onlinemarketplaceforpharmaceuticalproducts,mumbai,debtfunding,True
521,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.10235920852359208,False,consumerinternet,homeloansaggregationplatform,gurgaon,seedfunding,True
751,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,moneylendingplatform,bangalore,privateequity,True
922,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,consumerinternet,financialadvisorymobileapp,mumbai,seedfunding,True
2217,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.04033485540334855,True,eventticketingplatform,unknown,pune,privateequity,True
1092,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,technology,mathslearningprogram,newdelhi,privateequity,True
1607,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.003424657534246575,True,consumerinternet,taxirentalplatform,vadodara,seedfunding,True
1356,0.0091324200913242,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,education,onlinelearningapp,bangalore,privateequity,True
2480,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.04033485540334855,True,fundraisingplatformforstartups,unknown,pune,seedfunding,True
1306,0.00228310502283105,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,others,equipmentrentalandleasingcompany,mumbai,privateequity,True
972,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.04033485540334855,True,technology,marketingresearchcompany,pune,privateequity,True
674,0.18188736681887366,0.000380517503805175,0.00989345509893455,0.10235920852359208,False,technology,saasbasedsalesforceautomationservices,gurgaon,debtfunding,True
423,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,browsertesting,mumbai,privateequity,True
1059,0.3569254185692542,0.00076103500761035,0.4284627092846271,0.10235920852359208,False,consumerinternet,coworkingspacesbookingplatform,gurgaon,seedfunding,True
522,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,consumerinternet,homeloandownpaymentassistanceprogram,mumbai,seedfunding,True
2828,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.10235920852359208,True,restaurantreviews,unknown,gurgaon,privateequity,True
1566,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,ondemandhealthcareserviceprovider,newdelhi,seedfunding,False
1332,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,electricvehiclemanufacturer,bangalore,privateequity,True
746,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,csrandsustainabilitymanagementplatform,bangalore,privateequity,True
2220,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.03576864535768645,True,mobilegrowthhackingplatform,unknown,hyderabad,seedfunding,True
1308,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,False,consumerinternet,parentingandchildcareportal,mumbai,privateequity,True
1734,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,locationbasedsports&fitnessdiscoveryapp,newdelhi,seedfunding,False
1151,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,technology,medicalgradewearablepatchmaker,bangalore,seedfunding,False
892,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,technology,healthtechnologyplatform,newdelhi,seedfunding,False
990,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,turnkeysolarsolutions,mumbai,privateequity,True
391,0.18188736681887366,0.000380517503805175,0.0030441400304414,0.1997716894977169,False,technology,mobileappanalytics,mumbai,angel/seedfunding,True
6,0.00076103500761035,0.001902587519025875,0.0015220700152207,0.10235920852359208,True,hospitality,onlinefooddeliveryplatform,gurgaon,privateequityround,True
641,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.14117199391171995,False,technology,restaurantmanagementsolutions,newdelhi,privateequity,True
1573,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.03576864535768645,True,consumerinternet,digitalmediaandentertainmentstartup,hyderabad,seedfunding,True
361,0.027777777777777776,0.000380517503805175,0.4585235920852359,0.000380517503805175,False,healthcare,virtualhealthclinics,bhubaneswar,privateequity,True
39,0.000380517503805175,0.000380517503805175,0.0091324200913242,0.000380517503805175,True,iot,buildingautomationsystem,burnsville,seriesa,True
446,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.03576864535768645,True,technology,adaptivefraudintelligenceplatform,hyderabad,privateequity,True
1211,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.04033485540334855,True,technology,techdrivenlogistic&distributionplatform,pune,privateequity,True
85,0.0060882800608828,0.00076103500761035,0.0091324200913242,0.000380517503805175,True,fintech,financialservices,haryana,seriesa,True
154,0.027777777777777776,0.000380517503805175,0.04946727549467275,0.01293759512937595,True,healthcare,healthcareserviceprovider,delhi,seed/angelfunding,True
2103,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,technology,mobile&cloudbasedappdeveloper,newdelhi,privateequity,True
2320,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.1997716894977169,True,ondemandhealthcaremarketplace,unknown,mumbai,seedfunding,True
402,0.18188736681887366,0.00076103500761035,0.4585235920852359,0.3002283105022831,True,technology,paymentgateway,bangalore,privateequity,True
776,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,False,consumerinternet,unifieddataanalysisplatform,bangalore,privateequity,True
1152,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.004946727549467275,True,consumerinternet,onlineshare&commoditybrokingplatform,indore,seedfunding,False
2773,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,clouddataintegrationplatform,unknown,bangalore,privateequity,True
325,0.18188736681887366,0.000380517503805175,0.00989345509893455,0.0334855403348554,True,technology,"creativedesign,brand,mediaandtechnologyplatformsolutions",chennai,debtfunding,True
1042,0.0121765601217656,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,logistics,onlinefreightaggregator,bangalore,privateequity,True
1750,0.0121765601217656,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,logistics,logisticssolutions,gurgaon,privateequity,True
1612,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.00076103500761035,False,consumerinternet,web/mobilemusicstreamingservice,usa,privateequity,True
1942,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.004946727549467275,False,consumerinternet,retailersupplychainplatform,indore,seedfunding,False
1196,0.0121765601217656,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,logistics,lastmiledeliverynetwork,bangalore,privateequity,True
136,0.00228310502283105,0.000380517503805175,0.000380517503805175,0.3002283105022831,True,healthandwellness,wellnesscoach,bangalore,seriesb(extension),True
1772,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.032343987823439876,False,consumerinternet,loancomparisonportal,noida,seedfunding,True
1453,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,technology,mobilechatbotapp,bangalore,seedfunding,False
2858,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.04033485540334855,True,restaurantmanagementplatform,unknown,pune,seedfunding,True
1911,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.04033485540334855,True,consumerinternet,beauty&wellnessplatform,pune,seedfunding,True
1507,0.0121765601217656,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,logistics,hyperlocallogisticsservice,mumbai,privateequity,True
160,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,aibasedenergyoptimisationandcontrolprovider,bangalore,privateequity,True
214,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.04033485540334855,True,consumerinternet,onlineinsurancestartup,pune,privateequity,True
1418,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,consumerinternet,hyperlocaldailyneedsproductsdeliveryplatform,bangalore,seedfunding,True
1692,0.3569254185692542,0.00380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,fooddeliveryplatform,bangalore,privateequity,True
1870,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,onlineinvestmentmanagementportal,bangalore,seedfunding,True
698,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.04033485540334855,True,technology,enterprisebankingsolutions,pune,privateequity,True
1207,0.18188736681887366,0.00076103500761035,0.4585235920852359,0.3002283105022831,False,technology,datasciencesplatform,bangalore,privateequity,True
1210,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.002663622526636225,True,technology,banking&fintechplatform,singapore,privateequity,True
2704,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.0136986301369863,True,globalhealthcareproducts,unknown,ahmedabad,privateequity,True
2123,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.10235920852359208,True,carmaintenance&managementmobileapp,unknown,gurgaon,seedfunding,True
699,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.032343987823439876,False,technology,mobileservices&solutions,noida,privateequity,True
707,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.10235920852359208,True,ecommerce,onlinemarketplaceforconstructionmaterial,gurgaon,seedfunding,False
604,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,virtualrealitygamingandentertainmentplatform,mumbai,privateequity,True
845,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,technology,imageprocessingsolution,newdelhi,seedfunding,False
1563,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.004946727549467275,False,consumerinternet,freeadbasedvoicecalling,indore,seedfunding,False
2738,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.3002283105022831,True,appanalyticsplatform,unknown,bangalore,seedfunding,True
86,0.0060882800608828,0.007990867579908675,0.0076103500761035,0.001141552511415525,True,fintech,onlinelendingplatform,newyork,seriesb,True
1700,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.0015220700152207,False,consumerinternet,hindisocialnetworkingportal,kanpur,seedfunding,True
1433,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,photosharingmobileapp,bangalore,seedfunding,True
1685,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,technology,logisticsintelligenceplatform,bangalore,privateequity,True
906,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.10235920852359208,True,consumerinternet,brandedbudgethotelsaggregator,gurgaon,privateequity,True
2362,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.011035007610350075,True,onlinepaymentgateway,unknown,jaipur,privateequity,True
1045,0.11377473363774733,0.00076103500761035,0.4284627092846271,0.1997716894977169,False,ecommerce,fashionecommerceportal,mumbai,seedfunding,True
2148,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.03576864535768645,True,testautomationsaasplatform,unknown,hyderabad,seedfunding,True
1845,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.1997716894977169,False,technology,aibaseddataanalyticsplatform,mumbai,seedfunding,False
1584,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,ecommerce,connectingsmalltownconsumerstoecommerce,bangalore,privateequity,True
1121,0.3569254185692542,0.00076103500761035,0.4284627092846271,0.004946727549467275,False,consumerinternet,onlinefoodordering&deliveryportal,indore,seedfunding,False
1285,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.00684931506849315,False,technology,marketing&customeranalyticssolutions,kolkata,seedfunding,False
715,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,assistedlearningstartup,bangalore,seedfunding,True
409,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.3002283105022831,True,consumerinternet,foodandbeverages,bangalore,privateequity,True
1626,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.032343987823439876,False,consumerinternet,onlineprocurementmarketplace,noida,privateequity,True
811,0.11377473363774733,0.001902587519025875,0.4585235920852359,0.10235920852359208,True,ecommerce,onlinemarketplace,gurgaon,privateequity,True
936,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.0136986301369863,True,technology,ecommercemobileappbuilder,ahmedabad,privateequity,True
1827,0.0091324200913242,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,education,financialservices&analyticseducationinstitute,mumbai,privateequity,True
2414,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.00076103500761035,True,earlycancerdetectionsolutions,unknown,us,privateequity,True
834,0.0121765601217656,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,logistics,ecommercelogisticsprovider,newdelhi,privateequity,True
2724,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.3002283105022831,True,datadrivenrecruitmentrecommendation,unknown,bangalore,privateequity,True
2049,0.18188736681887366,0.000380517503805175,0.4284627092846271,0.10235920852359208,False,technology,tvtomobileaudienceplatform,gurgaon,seedfunding,False
1567,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,technology,"smart,energyefficienthomeappliancemanufacturer",mumbai,privateequity,True
611,0.02359208523592085,0.000380517503805175,0.4585235920852359,0.000380517503805175,True,finance,financialservicesfirm,gaya,privateequity,True
898,0.18188736681887366,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,technology,cybersecuritysolutionsusingai,newdelhi,privateequity,True
261,0.18188736681887366,0.000380517503805175,0.04946727549467275,0.1997716894977169,True,technology,aiproductcompanyforhealthandlifeinsuranecompanies,mumbai,seed/angelfunding,True
1992,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.03576864535768645,True,consumerinternet,onlineweddingservicesmarketplace,hyderabad,seedfunding,True
2306,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.1997716894977169,True,onlinehomeopathyclinic,unknown,mumbai,privateequity,True
1644,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,onlinespa&salondiscovery&bookingplatform,bangalore,seedfunding,True
1416,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.04033485540334855,True,consumerinternet,hyperlocalgrocerydeliveryplatform,pune,privateequity,True
210,0.18188736681887366,0.00076103500761035,0.04946727549467275,0.3002283105022831,False,technology,bicyclesharingplatform,bangalore,seed/angelfunding,True
1368,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.00076103500761035,False,ecommerce,footwear&leatherb2bapp,agra,seedfunding,False
2284,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.1997716894977169,True,charactermerchandizesalesplatform,unknown,mumbai,seedfunding,True
2089,0.11377473363774733,0.000380517503805175,0.4585235920852359,0.00076103500761035,False,ecommerce,specialtyteaetailer,siliguri,privateequity,False
2819,0.00076103500761035,0.1997716894977169,0.4585235920852359,0.10235920852359208,True,digital/mobilewallet,unknown,gurgaon,privateequity,True
1718,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,True,consumerinternet,cabaggregatingplatform,newdelhi,seedfunding,False
79,0.00076103500761035,0.00076103500761035,0.003424657534246575,0.03576864535768645,True,wastemanagementservice,optimization,hyderabad,preseriesa,True
1703,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.0334855403348554,True,consumerinternet,budgetroomaggregatorbookingplatform,chennai,privateequity,True
778,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.14117199391171995,False,consumerinternet,fitnesscentrediscoveryplatform,newdelhi,seedfunding,False
15,0.00076103500761035,0.000380517503805175,0.002663622526636225,0.032343987823439876,True,gaming,realmoneybasedgamingstartup,noida,seedround,True
963,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.14117199391171995,True,consumerinternet,digitalmediapublicationforwomen,newdelhi,privateequity,True
2012,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,consumerinternet,ridesharingplatform,bangalore,seedfunding,True
194,0.3569254185692542,0.000380517503805175,0.04946727549467275,0.3002283105022831,True,consumerinternet,onlineplatformforriskassessmentservicesforrealestateinvestments,bangalore,seed/angelfunding,True
638,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.011035007610350075,False,consumerinternet,recruitmentportal,jaipur,seedfunding,False
1486,0.3569254185692542,0.00076103500761035,0.4585235920852359,0.1997716894977169,True,consumerinternet,lendingplatformforsalariedprofessionals,mumbai,privateequity,True
537,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,False,consumerinternet,autoservicelogistics&saasplatform,bangalore,privateequity,True
317,0.11377473363774733,0.001141552511415525,0.4585235920852359,0.3002283105022831,True,ecommerce,onlinefurniturestore,bangalore,privateequity,True
584,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,consumerinternet,onlinecreditscoringplatform,mumbai,privateequity,True
2806,0.000380517503805175,0.1997716894977169,0.4284627092846271,0.3002283105022831,True,lastmilelogistics,unknown,bangalore,seedfunding,True
1471,0.11377473363774733,0.000380517503805175,0.4284627092846271,0.3002283105022831,True,ecommerce,homefurnishingrentalmarketplace,bangalore,seedfunding,False
2174,0.000380517503805175,0.1997716894977169,0.4585235920852359,0.14117199391171995,True,logisticsserviceprovidermarketplace,unknown,newdelhi,privateequity,True
1532,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.10235920852359208,True,consumerinternet,onlinefoodordering&deliverystartup,gurgaon,seedfunding,True
625,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,consumerinternet,languagelearningmobileapp,bangalore,seedfunding,True
1606,0.3569254185692542,0.000380517503805175,0.4585235920852359,0.3002283105022831,True,consumerinternet,onlinealternativehealthcommunityplatform,bangalore,privateequity,True
246,0.02359208523592085,0.000380517503805175,0.4585235920852359,0.1997716894977169,True,finance,tradefinancefirm,mumbai,privateequity,True
1619,0.3569254185692542,0.000380517503805175,0.4284627092846271,0.3002283105022831,False,consumerinternet,fitnesscentrediscovery&bookingmobileapp,bangalore,seedfunding,True
329,0.3569254185692542,0.000380517503805175,0.04946727549467275,0.1997716894977169,True,consumerinternet,healthcareaggregator,mumbai,seed/angelfunding,True
128,0.11377473363774733,0.00076103500761035,0.00532724505327245,0.3002283105022831,True,ecommerce,socialcommerce,bangalore,seriesc,True
