Average Predicted Funding,Total Predicted Funding,Max Predicted Funding,Min Predicted Funding,MAE,RMSE,R2 Score,Log MAE,Log RMSE,Log R2 Score
2991072.2023863383,1740804021.7888489,15608586.231604338,109206.96421956454,2532980.619814248,3836655.1164558106,0.32563473188635983,0.8328309536975815,1.0462211843186429,0.5995210759514915
